audio_path,child_id,timepoint_norm,label,role_pred,role_prob,role_outcome,enroll_pred,enroll_prob,enroll_outcome,agree
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B8I6G9P2G8/ses-02/beh/sub-B8I6G9P2G8_ses-02_task-motorplay_run-06_audio.wav,B8I6G9P2G8,36_month,0,1,0.6799999999999999,FP,0,0.0763628147097553,TN,False
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-02/beh/sub-D4Y7P4G2V4_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,D4Y7P4G2V4,36_month,0,1,1.6999999999999993,FP,0,0.1884891393085146,TN,False
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7T7O3G7J5/ses-01/beh/sub-E7T7O3G7J5_ses-01_task-generalsocialcommunicationinteraction_run-05_audio.wav,E7T7O3G7J5,14_month,0,1,0.6600000000000001,FP,0,0.1769079510974805,TN,False
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J3J0V4T8C3/ses-02/beh/sub-J3J0V4T8C3_ses-02_task-socialroutine_run-01_audio.wav,J3J0V4T8C3,36_month,1,1,1.1800000000000015,TP,0,0.1941069508293449,FN,False
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J4J6X7C4D9/ses-02/beh/sub-J4J6X7C4D9_ses-02_task-generalsocialcommunicationinteraction_run-04_audio.wav,J4J6X7C4D9,36_month,1,1,0.4399999999999995,TP,0,0.1645533830071183,FN,False
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N2H7T0A7U5/ses-02/beh/sub-N2H7T0A7U5_ses-02_task-toyplay_run-03_audio.wav,N2H7T0A7U5,36_month,0,1,0.4799999999999969,FP,0,0.0987838051786739,TN,False
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N5I9D3R2M1/ses-01/beh/sub-N5I9D3R2M1_ses-01_task-dailyroutine_run-02_audio.wav,N5I9D3R2M1,14_month,1,1,19.979999999999997,TP,0,0.2098783921612746,FN,False
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R2C7W8X7N9/ses-01/beh/sub-R2C7W8X7N9_ses-01_task-specialoccasion_run-02_audio.wav,R2C7W8X7N9,14_month,0,1,1.2000000000000002,FP,0,0.0247171455930433,TN,False
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R2C7W8X7N9/ses-01/beh/sub-R2C7W8X7N9_ses-01_task-specialoccasion_run-03_audio.wav,R2C7W8X7N9,14_month,0,1,0.7999999999999998,FP,0,0.0656258226050966,TN,False
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S2C4T1Y7V7/ses-01/beh/sub-S2C4T1Y7V7_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,S2C4T1Y7V7,14_month,0,1,1.3799999999999972,FP,0,0.0994287482111424,TN,False
